video,annotation,translation
088/P0_S088_04.mp4,Я холост,Я холост не замужем
089/P0_S089_00.mp4,У тебя есть дети,У тебя есть дети
089/P0_S089_01.mp4,У тебя есть дети,У тебя есть дети
089/P0_S089_02.mp4,У тебя есть дети,У тебя есть дети
089/P0_S089_03.mp4,У тебя есть дети,У тебя есть дети
089/P0_S089_04.mp4,У тебя есть дети,У тебя есть дети
090/P0_S090_00.mp4,Моя дочка красивая,Моя дочка красивая
090/P0_S090_01.mp4,Моя дочка красивая,Моя дочка красивая
090/P0_S090_02.mp4,Моя дочка красивая,Моя дочка красивая
090/P0_S090_03.mp4,Моя дочка красивая,Моя дочка красивая
090/P0_S090_04.mp4,Моя дочка красивая,Моя дочка красивая
091/P0_S091_00.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P0_S091_01.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P0_S091_02.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P0_S091_03.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
091/P0_S091_04.mp4,Моя жена ходит в магазин,Моя жена ходит в магазин
092/P0_S092_00.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P0_S092_01.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P0_S092_02.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P0_S092_03.mp4,Мой муж игра футбол,Мой муж играет в футбол
092/P0_S092_04.mp4,Мой муж игра футбол,Мой муж играет в футбол
093/P0_S093_00.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P0_S093_01.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P0_S093_02.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P0_S093_03.mp4,Ваш сын очень умный,Ваш сын очень умный
093/P0_S093_04.mp4,Ваш сын очень умный,Ваш сын очень умный
094/P0_S094_00.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P0_S094_01.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P0_S094_02.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P0_S094_03.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
094/P0_S094_04.mp4,Мой сын заниматься спорт борьба,Мой сын занимается спортивной борьбой
095/P0_S095_00.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P0_S095_01.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P0_S095_02.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P0_S095_03.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
095/P0_S095_04.mp4,Твои мальчик и девочка ходят на плавание,Твои мальчик и девочка ходят на плавание
096/P0_S096_00.mp4,Дети игра футбол,Дети играют в футбол
096/P0_S096_01.mp4,Дети игра футбол,Дети играют в футбол
096/P0_S096_02.mp4,Дети игра футбол,Дети играют в футбол
096/P0_S096_03.mp4,Дети игра футбол,Дети играют в футбол
096/P0_S096_04.mp4,Дети игра футбол,Дети играют в футбол
097/P0_S097_00.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P0_S097_01.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P0_S097_02.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P0_S097_03.mp4,Чем ты занимаешься,Чем ты занимаешься
097/P0_S097_04.mp4,Чем ты занимаешься,Чем ты занимаешься
098/P0_S098_00.mp4,Я дома хозяйн,Я домохозяйка
098/P0_S098_01.mp4,Я дома хозяйн,Я домохозяйка
098/P0_S098_02.mp4,Я дома хозяйн,Я домохозяйка
098/P0_S098_03.mp4,Я дома хозяйн,Я домохозяйка
098/P0_S098_04.mp4,Я дома хозяйн,Я домохозяйка
099/P0_S099_00.mp4,Где ты работа,Где ты работаешь
099/P0_S099_01.mp4,Где ты работа,Где ты работаешь
099/P0_S099_02.mp4,Где ты работа,Где ты работаешь
099/P0_S099_03.mp4,Где ты работа,Где ты работаешь
099/P0_S099_04.mp4,Где ты работа,Где ты работаешь
101/P0_S101_00.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P0_S101_01.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P0_S101_02.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P0_S101_03.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
101/P0_S101_04.mp4,Я работа швейная машина фабрика,Я работаю на швейной фабрике
102/P0_S102_00.mp4,Я работа кафе,Я работаю в кафе
102/P0_S102_01.mp4,Я работа кафе,Я работаю в кафе
102/P0_S102_02.mp4,Я работа кафе,Я работаю в кафе
102/P0_S102_03.mp4,Я работа кафе,Я работаю в кафе
102/P0_S102_04.mp4,Я работа кафе,Я работаю в кафе
103/P0_S103_00.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P0_S103_01.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P0_S103_02.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P0_S103_03.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
103/P0_S103_04.mp4,Я работа плотник мастер комната,Я работаю плотником в мастерской
104/P0_S104_00.mp4,Моя мама работа парикмахер,Моя мама работает парихмахером
